word	mesh	match	name	chebi
Daidzein	mesh:C004742	NA	NA	NA
Naringenin	mesh:C005273	NA	NA	NA
Flavone	mesh:C043562	NA	NA	NA
7,4-dihydroxyflavanone	mesh:C083152	liquiritigenin	liquiritigenin	chebi:28777
Liquiritigenin	mesh:C083152	liquiritigenin	liquiritigenin	chebi:28777
ammonia	mesh:D000641	Ammonia	ammonia	chebi:16134
Anthocyanin	mesh:D000872	Anthocyanins	anthocyanin	chebi:38697
Cinnamate	mesh:D002934	Cinnamates	cinnamates	chebi:36091
flavonoid	mesh:D005419	NA	NA	NA
Glutathione	mesh:D005978	Glutathione	glutathione	chebi:16856
Isoflavone	mesh:D007529	Isoflavones	isoflavones	chebi:38757
Phenylalanine	mesh:D010649	Phenylalanine	phenylalanine	chebi:28044
UDP-glucose	mesh:D014532	NA	NA	NA
Genistein	mesh:D019833	NA	NA	NA
Proanthocyanidin	mesh:D044945	Proanthocyanidins	proanthocyanidin	chebi:26267
Flavonol	mesh:D044948	Flavonols	flavonols	chebi:28802
Flavanone	mesh:D044950	Flavanones	flavanones	chebi:28863
Chalcone	mesh:D047188	Chalcones	chalcones	chebi:23086
Coumaroyl-CoA----  Chalcone	mesh:D047188	Chalcones	chalcones	chebi:23086
