word	mesh	match	name	chebi
2 NADP	mesh:D009249	NA	NA	NA
NADPH	mesh:D009249	NA	NA	NA
ATP	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
ADP	mesh:D000244	NA	NA	NA
Fatty acid	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
NADP	mesh:D009249	NA	NA	NA
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
NAD	mesh:D009243	NAD	NAD(+)	chebi:15846
NADH	mesh:D009243	NAD	NAD(+)	chebi:15846
Acetyl-CoA	mesh:D000105	Acetyl Coenzyme A	acetyl-CoA	chebi:15351
2-Oxoacyl-ACP	mesh:C416858	NA	NA	NA
Malonyl-CoA	mesh:D008316	Malonyl Coenzyme A	malonyl-CoA	chebi:15531
3-Hydroxyacyl-ACP	mesh:C526054	NA	NA	NA
Malonyl	mesh:D008316	Malonyl Coenzyme A	malonyl-CoA	chebi:15531
Acyl	mesh:D000214	NA	NA	NA
Enoyl	mesh:C530366	NA	NA	NA
2-Oxoacyl-CoA	mesh:C065987	NA	NA	NA
3-Hydroxyacyl-CoA	mesh:C065987	NA	NA	NA
COA Fatty acid	mesh:C479798	NA	NA	NA
Acyl-CoA AMP	mesh:D000214	NA	NA	NA
Enoyl-CoA	mesh:C530366	NA	NA	NA
Acyl-CoA	mesh:D000214	NA	NA	NA
