organism_id	organism_name	organism_group	word	match	ncbigene_symbol	ncbigene_id	source	count_direct	count_synonym	count_match
9606	Homo sapiens	Primates	RIG-I	RIG-I	RIGI	23586	ncbigene_synonym	10	19	26
9606	Homo sapiens	Primates	MDA5	MDA5	IFIH1	64135	ncbigene_synonym	10	19	26
9606	Homo sapiens	Primates	IRF3	IRF3	IRF3	3661	ncbigene_symbol	10	19	26
9606	Homo sapiens	Primates	IKK	IKK	CHUK	1147	famplex_relations	10	19	26
9606	Homo sapiens	Primates	IKK	IKK	IKBKB	3551	famplex_relations	10	19	26
9606	Homo sapiens	Primates	IKK	IKK	IKBKG	8517	famplex_relations	10	19	26
9606	Homo sapiens	Primates	IKK	IKK	IKBKE	9641	famplex_relations	10	19	26
9606	Homo sapiens	Primates	IKK	IKK	TBK1	29110	famplex_relations	10	19	26
9606	Homo sapiens	Primates	NF-KB	NF-KB	NFKB1	4790	ncbigene_synonym	10	19	26
9606	Homo sapiens	Primates	PKR	PKR	EIF2AK2	5610	ncbigene_synonym	10	19	26
9606	Homo sapiens	Primates	elF2a	EIF2A	EIF2A	83939	ncbigene_symbol	10	19	26
9606	Homo sapiens	Primates	elF2a	EIF2A	EIF2S1	1965	ncbigene_synonym	10	19	26
9606	Homo sapiens	Primates	JAK	JAK	JAK1	3716	famplex_relations	10	19	26
9606	Homo sapiens	Primates	JAK	JAK	JAK2	3717	famplex_relations	10	19	26
9606	Homo sapiens	Primates	JAK	JAK	JAK3	3718	famplex_relations	10	19	26
9606	Homo sapiens	Primates	JAK	JAK	TYK2	7297	famplex_relations	10	19	26
9606	Homo sapiens	Primates	STAT	STAT	SOAT1	6646	ncbigene_synonym	10	19	26
9606	Homo sapiens	Primates	STAT	STAT	STAT1	6772	famplex_relations	10	19	26
9606	Homo sapiens	Primates	STAT	STAT	STAT2	6773	famplex_relations	10	19	26
9606	Homo sapiens	Primates	STAT	STAT	STAT3	6774	famplex_relations	10	19	26
9606	Homo sapiens	Primates	STAT	STAT	STAT4	6775	famplex_relations	10	19	26
9606	Homo sapiens	Primates	STAT	STAT	STAT6	6778	famplex_relations	10	19	26
9606	Homo sapiens	Primates	STAT	STAT	STAT5A	6776	famplex_relations	10	19	26
9606	Homo sapiens	Primates	STAT	STAT	STAT5B	6777	famplex_relations	10	19	26
9606	Homo sapiens	Primates	IFNR	IFNR	IFNR	3466	ncbigene_symbol	10	19	26
9606	Homo sapiens	Primates	IFNR	IFNR	IFNAR2	3455	ncbigene_synonym	10	19	26
9606	Homo sapiens	Primates	Syk	SYK	SYK	6850	ncbigene_symbol	10	19	26
9606	Homo sapiens	Primates	IRF9	IRF9	IRF9	10379	ncbigene_symbol	10	19	26
9606	Homo sapiens	Primates	MAPK	MAPK	MAPK1	5594	famplex_relations	10	19	26
9606	Homo sapiens	Primates	MAPK	MAPK	MAPK3	5595	famplex_relations	10	19	26
9606	Homo sapiens	Primates	MAPK	MAPK	MAPK11	5600	famplex_relations	10	19	26
9606	Homo sapiens	Primates	MAPK	MAPK	MAPK12	6300	famplex_relations	10	19	26
9606	Homo sapiens	Primates	MAPK	MAPK	MAPK13	5603	famplex_relations	10	19	26
9606	Homo sapiens	Primates	MAPK	MAPK	MAPK14	1432	famplex_relations	10	19	26
9606	Homo sapiens	Primates	MAPK	MAPK	MAPK8	5599	famplex_relations	10	19	26
9606	Homo sapiens	Primates	MAPK	MAPK	MAPK9	5601	famplex_relations	10	19	26
9606	Homo sapiens	Primates	MAPK	MAPK	MAPK10	5602	famplex_relations	10	19	26
9606	Homo sapiens	Primates	ERK	ERK	EPHB2	2048	ncbigene_synonym	10	19	26
9606	Homo sapiens	Primates	Ras	RAS	KRAS	3845	famplex_relations	10	19	26
9606	Homo sapiens	Primates	Ras	RAS	HRAS	3265	famplex_relations	10	19	26
9606	Homo sapiens	Primates	Ras	RAS	NRAS	4893	famplex_relations	10	19	26
