word	mesh	match	name	chebi
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
ATP	mesh:D000255	Adenosine Triphosphate	ATP	chebi:15422
ADP	mesh:D000244	NA	NA	NA
Pyruvate	mesh:D011773	NA	NA	NA
Succinyl-CoA	mesh:C012046	NA	NA	NA
Potassium	mesh:D011188	Potassium	potassium atom	chebi:26216
GTP	mesh:D006160	Guanosine Triphosphate	GTP	chebi:15996
GDP	mesh:D006153	Guanosine Diphosphate	GDP	chebi:17552
Succinate	mesh:D013386	Succinates	succinate	chebi:26806
ATP ADP	mesh:D000244	NA	NA	NA
GMP GTP	mesh:C068152	NA	NA	NA
Hypoxanthine	mesh:D019271	Hypoxanthine	hypoxanthine	chebi:17368
calcium	mesh:D002118	Calcium	calcium atom	chebi:22984
Ca2+	mesh:D002118	Calcium	calcium atom	chebi:22984
