word	symbol	source	hgnc_symbol	entrez
PI3K	PI3K	bioentities_symbol	PIK3CD	5293
PI3K	PI3K	bioentities_symbol	PIK3CG	5294
PI3K	PI3K	bioentities_symbol	PIK3R3	8503
Akt/PKB	AKT	bioentities_symbol	AKT1	207
PI3K	PI3K	bioentities_symbol	PIK3CB	5291
PI3K	PI3K	bioentities_symbol	PIK3R5	23533
Akt/PKB	AKT	bioentities_symbol	AKT2	208
Akt/PKB	AKT	bioentities_symbol	AKT3	10000
PI3K	PI3K	bioentities_symbol	PIK3CA	5290
PI3K	PI3K	bioentities_symbol	PIK3R4	30849
P53,	p53	hgnc_alias_symbol	TP53	7157
PTEN	PTEN	hgnc_symbol	PTEN	5728
PKB	PKB	hgnc_alias_symbol	AKT1	207
PI3K	PI3K	bioentities_symbol	PIK3R6	146850
