word	symbol	source	hgnc_symbol	entrez
MAPK,	MAPK	bioentities_symbol	MAPK8	5599
MAPK,	MAPK	bioentities_symbol	MAPK12	6300
SRC,	SRC	hgnc_symbol	SRC	6714
MAPK,	MAPK	bioentities_symbol	MAPK13	5603
COX2,12-LOX,SPHK1	SPHK1	hgnc_symbol	SPHK1	8877
PI3K/AKT,	PI3K	bioentities_symbol	PIK3R6	146850
MAPK,	MAPK	bioentities_symbol	MAPK10	5602
PI3K/AKT,	PI3K	bioentities_symbol	PIK3CA	5290
MAPK,	MAPK	bioentities_symbol	MAPK11	5600
MAPK,	MAPK	bioentities_symbol	MAPK9	5601
PI3K/AKT,	AKT	bioentities_symbol	AKT3	10000
S1P)	S1P	hgnc_alias_symbol	MBTPS1	8720
PI3K/AKT,	AKT	bioentities_symbol	AKT1	207
PI3K/AKT,	PI3K	bioentities_symbol	PIK3R4	30849
MAPK,	MAPK	bioentities_symbol	MAPK14	1432
PI3K/AKT,	PI3K	bioentities_symbol	PIK3R5	23533
MAPK,	MAPK	bioentities_symbol	MAPK3	5595
PI3K/AKT,	AKT	bioentities_symbol	AKT2	208
PI3K/AKT,	PI3K	bioentities_symbol	PIK3R3	8503
MAPK,	MAPK	bioentities_symbol	MAPK1	5594
PI3K/AKT,	PI3K	bioentities_symbol	PIK3CB	5291
PI3K/AKT,	PI3K	bioentities_symbol	PIK3CD	5293
PI3K/AKT,	PI3K	bioentities_symbol	PIK3CG	5294
GSK3B	GSK3B	hgnc_symbol	GSK3B	2932
