word	symbol	source	hgnc_symbol	entrez
PI3K!	PI3K	bioentities_symbol	PIK3CA	5290
PI3K!	PI3K	bioentities_symbol	PIK3CG	5294
PI3K!	PI3K	bioentities_symbol	PIK3R3	8503
PI3K!	PI3K	bioentities_symbol	PIK3R4	30849
PI3K!	PI3K	bioentities_symbol	PIK3CB	5291
PI3K!	PI3K	bioentities_symbol	PIK3CD	5293
PI3K!	PI3K	bioentities_symbol	PIK3R5	23533
PI3K!	PI3K	bioentities_symbol	PIK3R6	146850
PI3K	PI3K	bioentities_symbol	PIK3CA	5290
PI3K	PI3K	bioentities_symbol	PIK3CG	5294
PI3K	PI3K	bioentities_symbol	PIK3R3	8503
PI3K	PI3K	bioentities_symbol	PIK3R4	30849
PI3K	PI3K	bioentities_symbol	PIK3CB	5291
PI3K	PI3K	bioentities_symbol	PIK3CD	5293
PI3K	PI3K	bioentities_symbol	PIK3R5	23533
PI3K	PI3K	bioentities_symbol	PIK3R6	146850
TSA	TSA	hgnc_alias_symbol	PRDX2	7001
Akt	AKT	bioentities_symbol	AKT2	208
Akt	AKT	bioentities_symbol	AKT3	10000
Akt	AKT	bioentities_symbol	AKT1	207
Akt!	AKT	bioentities_symbol	AKT2	208
Akt!	AKT	bioentities_symbol	AKT3	10000
Akt!	AKT	bioentities_symbol	AKT1	207
MTOR	MTOR	hgnc_symbol	MTOR	2475
Bax	BAX	hgnc_symbol	BAX	581
Вах	BAX	hgnc_symbol	BAX	581
PARP-1	PARP-1	hgnc_alias_symbol	TIPARP	25976
